"Nombre","URL"
"Cistern Fiend","https://adnd2e.fandom.com/wiki/Cistern_Fiend"
"Clerical Elemental","https://adnd2e.fandom.com/wiki/Clerical_Elemental"
"Cloaker (MM)","https://adnd2e.fandom.com/wiki/Cloaker_(MM)"
"Cloaker Lord","https://adnd2e.fandom.com/wiki/Cloaker_Lord"
"Clockwork Horror","https://adnd2e.fandom.com/wiki/Clockwork_Horror"
"Clockwork Swordsman","https://adnd2e.fandom.com/wiki/Clockwork_Swordsman"
"Cloud Dragon (Creature)","https://adnd2e.fandom.com/wiki/Cloud_Dragon_(Creature)"
"Cloud Giant","https://adnd2e.fandom.com/wiki/Cloud_Giant"
"Cloud Ray","https://adnd2e.fandom.com/wiki/Cloud_Ray"
"Clubthorn","https://adnd2e.fandom.com/wiki/Clubthorn"
"Clurichaun","https://adnd2e.fandom.com/wiki/Clurichaun"
"Cobalt Dragon","https://adnd2e.fandom.com/wiki/Cobalt_Dragon"
"Cockatrice","https://adnd2e.fandom.com/wiki/Cockatrice"
"Coelenite","https://adnd2e.fandom.com/wiki/Coelenite"
"Coffer Corpse","https://adnd2e.fandom.com/wiki/Coffer_Corpse"
"Cold Spawn","https://adnd2e.fandom.com/wiki/Cold_Spawn"
"Cold Woman","https://adnd2e.fandom.com/wiki/Cold_Woman"
"Colliebirddogs","https://adnd2e.fandom.com/wiki/Colliebirddogs"
"Colossus","https://adnd2e.fandom.com/wiki/Colossus"
"Coltpixy","https://adnd2e.fandom.com/wiki/Coltpixy"
"Combustion and Crystal Virus","https://adnd2e.fandom.com/wiki/Combustion_and_Crystal_Virus"
"Comet Steed","https://adnd2e.fandom.com/wiki/Comet_Steed"
"Common Animator","https://adnd2e.fandom.com/wiki/Common_Animator"
"Common Dragonet","https://adnd2e.fandom.com/wiki/Common_Dragonet"
"Constellate","https://adnd2e.fandom.com/wiki/Constellate"
"Contemplator","https://adnd2e.fandom.com/wiki/Contemplator"
"Con-tinh","https://adnd2e.fandom.com/wiki/Con-tinh"
"Cooshee","https://adnd2e.fandom.com/wiki/Cooshee"
"Copper Automaton","https://adnd2e.fandom.com/wiki/Copper_Automaton"
"Copper Dragon (Creature)","https://adnd2e.fandom.com/wiki/Copper_Dragon_(Creature)"
"Coral","https://adnd2e.fandom.com/wiki/Coral"
"Coral (Nehwon)","https://adnd2e.fandom.com/wiki/Coral_(Nehwon)"
"Cornugon","https://adnd2e.fandom.com/wiki/Cornugon"
"Corpse Candle","https://adnd2e.fandom.com/wiki/Corpse_Candle"
"Corpse Tearer","https://adnd2e.fandom.com/wiki/Corpse_Tearer"
"Couatl","https://adnd2e.fandom.com/wiki/Couatl"
"Coure","https://adnd2e.fandom.com/wiki/Coure"
"Crabman (Creature)","https://adnd2e.fandom.com/wiki/Crabman_(Creature)"
"Crag Giant","https://adnd2e.fandom.com/wiki/Crag_Giant"
"Craighe","https://adnd2e.fandom.com/wiki/Craighe"
"Cranium Rat","https://adnd2e.fandom.com/wiki/Cranium_Rat"
"Crawling Claw","https://adnd2e.fandom.com/wiki/Crawling_Claw"
"Crawling Ivy","https://adnd2e.fandom.com/wiki/Crawling_Ivy"
"Creature Mummy","https://adnd2e.fandom.com/wiki/Creature_Mummy"
"Creature Variations (Storm Riders)","https://adnd2e.fandom.com/wiki/Creature_Variations_(Storm_Riders)"
"Crimson Bones","https://adnd2e.fandom.com/wiki/Crimson_Bones"
"Crimson Death","https://adnd2e.fandom.com/wiki/Crimson_Death"
"Crimson Dragon","https://adnd2e.fandom.com/wiki/Crimson_Dragon"
"Crocodile","https://adnd2e.fandom.com/wiki/Crocodile"
"Crocodilian","https://adnd2e.fandom.com/wiki/Crocodilian"
"Crodlu","https://adnd2e.fandom.com/wiki/Crodlu"
"Crone of Chaos","https://adnd2e.fandom.com/wiki/Crone_of_Chaos"
"Crow's-nest Dragon","https://adnd2e.fandom.com/wiki/Crow's-nest_Dragon"
"Crypt Cat","https://adnd2e.fandom.com/wiki/Crypt_Cat"
"Crypt Servant","https://adnd2e.fandom.com/wiki/Crypt_Servant"
"Crypt Thing","https://adnd2e.fandom.com/wiki/Crypt_Thing"
"Crysmal","https://adnd2e.fandom.com/wiki/Crysmal"
"Crystal Dragon (Creature)","https://adnd2e.fandom.com/wiki/Crystal_Dragon_(Creature)"
"Crystal Figurine","https://adnd2e.fandom.com/wiki/Crystal_Figurine"
"Crystal Skeleton","https://adnd2e.fandom.com/wiki/Crystal_Skeleton"
"Crystal Spider","https://adnd2e.fandom.com/wiki/Crystal_Spider"
"Crystalline Dragon","https://adnd2e.fandom.com/wiki/Crystalline_Dragon"
"Crystalmist","https://adnd2e.fandom.com/wiki/Crystalmist"
"Cunnequine","https://adnd2e.fandom.com/wiki/Cunnequine"
"Cuprilach","https://adnd2e.fandom.com/wiki/Cuprilach"
"Curotai","https://adnd2e.fandom.com/wiki/Curotai"
"Cursed Dead and Hungry Bodies","https://adnd2e.fandom.com/wiki/Cursed_Dead_and_Hungry_Bodies"
"Cursed Dead Dwarf","https://adnd2e.fandom.com/wiki/Cursed_Dead_Dwarf"
"Cursed One","https://adnd2e.fandom.com/wiki/Cursed_One"
"Curst","https://adnd2e.fandom.com/wiki/Curst"
"Cushion Fungus","https://adnd2e.fandom.com/wiki/Cushion_Fungus"
"Cwn Annwn","https://adnd2e.fandom.com/wiki/Cwn_Annwn"
"Cyclops","https://adnd2e.fandom.com/wiki/Cyclops"
"Cyclops (Mythology)","https://adnd2e.fandom.com/wiki/Cyclops_(Mythology)"
"Dabus","https://adnd2e.fandom.com/wiki/Dabus"
"Daegandal","https://adnd2e.fandom.com/wiki/Daegandal"
"Daemonlord","https://adnd2e.fandom.com/wiki/Daemonlord"
"Daergar","https://adnd2e.fandom.com/wiki/Daergar"
"Dagorran","https://adnd2e.fandom.com/wiki/Dagorran"
"Dangerous Plant","https://adnd2e.fandom.com/wiki/Dangerous_Plant"
"Dangerous Plant (MCA2)","https://adnd2e.fandom.com/wiki/Dangerous_Plant_(MCA2)"
"Dangerous Plant (MM)","https://adnd2e.fandom.com/wiki/Dangerous_Plant_(MM)"
"Dangerous Plant (Mystara)","https://adnd2e.fandom.com/wiki/Dangerous_Plant_(Mystara)"
"Dao (Zakhara)","https://adnd2e.fandom.com/wiki/Dao_(Zakhara)"
"Dargonesti","https://adnd2e.fandom.com/wiki/Dargonesti"
"Dark Creeper","https://adnd2e.fandom.com/wiki/Dark_Creeper"
"Dark Naga","https://adnd2e.fandom.com/wiki/Dark_Naga"
"Dark Stalker","https://adnd2e.fandom.com/wiki/Dark_Stalker"
"Dark Tree","https://adnd2e.fandom.com/wiki/Dark_Tree"
"Darkenbeast (Creature)","https://adnd2e.fandom.com/wiki/Darkenbeast_(Creature)"
"Darkhood","https://adnd2e.fandom.com/wiki/Darkhood"
"Darklight","https://adnd2e.fandom.com/wiki/Darklight"
"Darkling","https://adnd2e.fandom.com/wiki/Darkling"
"Darklore","https://adnd2e.fandom.com/wiki/Darklore"
"Darkness (Creature)","https://adnd2e.fandom.com/wiki/Darkness_(Creature)"
"Darkness Elemental","https://adnd2e.fandom.com/wiki/Darkness_Elemental"
"Darktentacles","https://adnd2e.fandom.com/wiki/Darktentacles"
"Darkweaver","https://adnd2e.fandom.com/wiki/Darkweaver"
"Darkwing","https://adnd2e.fandom.com/wiki/Darkwing"
"Darter","https://adnd2e.fandom.com/wiki/Darter"
"Dasher (Living Machine)","https://adnd2e.fandom.com/wiki/Dasher_(Living_Machine)"
"Dazzle","https://adnd2e.fandom.com/wiki/Dazzle"
"Deadly Pudding","https://adnd2e.fandom.com/wiki/Deadly_Pudding"
"Deadly Smog","https://adnd2e.fandom.com/wiki/Deadly_Smog"
"Dearg-Due","https://adnd2e.fandom.com/wiki/Dearg-Due"
"Death Dog","https://adnd2e.fandom.com/wiki/Death_Dog"
"Death Kiss","https://adnd2e.fandom.com/wiki/Death_Kiss"
"Death Knight","https://adnd2e.fandom.com/wiki/Death_Knight"
"Death Linen","https://adnd2e.fandom.com/wiki/Death_Linen"
"Death Linen, Sheet","https://adnd2e.fandom.com/wiki/Death_Linen,_Sheet"
"Death Minnow","https://adnd2e.fandom.com/wiki/Death_Minnow"
"Death Shade","https://adnd2e.fandom.com/wiki/Death_Shade"
"Death Sheep","https://adnd2e.fandom.com/wiki/Death_Sheep"
"Death Tyrant","https://adnd2e.fandom.com/wiki/Death_Tyrant"
"Deathmare","https://adnd2e.fandom.com/wiki/Deathmare"
"Death's Head Tree","https://adnd2e.fandom.com/wiki/Death's_Head_Tree"
"Debbi","https://adnd2e.fandom.com/wiki/Debbi"
"Decapus","https://adnd2e.fandom.com/wiki/Decapus"
"Deep Dragon (Creature)","https://adnd2e.fandom.com/wiki/Deep_Dragon_(Creature)"
"Deep Glaurant","https://adnd2e.fandom.com/wiki/Deep_Glaurant"
"Deep Ocean Fish","https://adnd2e.fandom.com/wiki/Deep_Ocean_Fish"
"Deepspawn","https://adnd2e.fandom.com/wiki/Deepspawn"
"Defiler Lich","https://adnd2e.fandom.com/wiki/Defiler_Lich"
"DeGleash","https://adnd2e.fandom.com/wiki/DeGleash"
"DelNoric","https://adnd2e.fandom.com/wiki/DelNoric"
"Delphinid","https://adnd2e.fandom.com/wiki/Delphinid"
"Delphon","https://adnd2e.fandom.com/wiki/Delphon"
"Demarax","https://adnd2e.fandom.com/wiki/Demarax"
"Demonic Sawfly","https://adnd2e.fandom.com/wiki/Demonic_Sawfly"
"Denizen","https://adnd2e.fandom.com/wiki/Denizen"
"Denzelian","https://adnd2e.fandom.com/wiki/Denzelian"
"Dergholoth","https://adnd2e.fandom.com/wiki/Dergholoth"
"Derro","https://adnd2e.fandom.com/wiki/Derro"
"Desert Antloid","https://adnd2e.fandom.com/wiki/Desert_Antloid"
"Desert Centaur","https://adnd2e.fandom.com/wiki/Desert_Centaur"
"Desert Giant","https://adnd2e.fandom.com/wiki/Desert_Giant"
"Desert Wraith","https://adnd2e.fandom.com/wiki/Desert_Wraith"
"Desert Zombie","https://adnd2e.fandom.com/wiki/Desert_Zombie"
"Deva","https://adnd2e.fandom.com/wiki/Deva"
"Devete","https://adnd2e.fandom.com/wiki/Devete"
"Devourer (Lankhmar)","https://adnd2e.fandom.com/wiki/Devourer_(Lankhmar)"
"Devourer (Planescape)","https://adnd2e.fandom.com/wiki/Devourer_(Planescape)"
"Dhampir","https://adnd2e.fandom.com/wiki/Dhampir"
"Dhaot","https://adnd2e.fandom.com/wiki/Dhaot"
"Dharculus (Creature)","https://adnd2e.fandom.com/wiki/Dharculus_(Creature)"
"Dharum Suhn","https://adnd2e.fandom.com/wiki/Dharum_Suhn"
"Dhour (Creature)","https://adnd2e.fandom.com/wiki/Dhour_(Creature)"
"Diabolus","https://adnd2e.fandom.com/wiki/Diabolus"
"Diakk","https://adnd2e.fandom.com/wiki/Diakk"
"Dimensional Warper","https://adnd2e.fandom.com/wiki/Dimensional_Warper"
"Dimernesti","https://adnd2e.fandom.com/wiki/Dimernesti"
"Dinosaur","https://adnd2e.fandom.com/wiki/Dinosaur"
"Dinosaur (MM)","https://adnd2e.fandom.com/wiki/Dinosaur_(MM)"
"Dinosaur I","https://adnd2e.fandom.com/wiki/Dinosaur_I"
"Dinosaur II","https://adnd2e.fandom.com/wiki/Dinosaur_II"
"Dinosaur III","https://adnd2e.fandom.com/wiki/Dinosaur_III"
"Dinosaur IV","https://adnd2e.fandom.com/wiki/Dinosaur_IV"
"Dinosaur IX","https://adnd2e.fandom.com/wiki/Dinosaur_IX"
"Dinosaur V","https://adnd2e.fandom.com/wiki/Dinosaur_V"
"Dinosaur VI","https://adnd2e.fandom.com/wiki/Dinosaur_VI"
"Dinosaur VII","https://adnd2e.fandom.com/wiki/Dinosaur_VII"
"Dinosaur VIII","https://adnd2e.fandom.com/wiki/Dinosaur_VIII"
"Dinosaur X","https://adnd2e.fandom.com/wiki/Dinosaur_X"
"Dinosaur XI","https://adnd2e.fandom.com/wiki/Dinosaur_XI"
"Director","https://adnd2e.fandom.com/wiki/Director"
"Dirtwraith","https://adnd2e.fandom.com/wiki/Dirtwraith"
"Disenchanter","https://adnd2e.fandom.com/wiki/Disenchanter"
"Disir","https://adnd2e.fandom.com/wiki/Disir"
"Displacer Beast","https://adnd2e.fandom.com/wiki/Displacer_Beast"
"Dispossessed","https://adnd2e.fandom.com/wiki/Dispossessed"
"Divine Minion","https://adnd2e.fandom.com/wiki/Divine_Minion"
"Dizantar","https://adnd2e.fandom.com/wiki/Dizantar"
"Djinni (Zakhara)","https://adnd2e.fandom.com/wiki/Djinni_(Zakhara)"
"Dobie","https://adnd2e.fandom.com/wiki/Dobie"
"Doc cu'o'c","https://adnd2e.fandom.com/wiki/Doc_cu'o'c"
"Dohwar","https://adnd2e.fandom.com/wiki/Dohwar"
"Dolphin","https://adnd2e.fandom.com/wiki/Dolphin"
"Dolphin (Athas)","https://adnd2e.fandom.com/wiki/Dolphin_(Athas)"
"Domestic Animal I (Athas)","https://adnd2e.fandom.com/wiki/Domestic_Animal_I_(Athas)"
"Domestic Animal II (Athas)","https://adnd2e.fandom.com/wiki/Domestic_Animal_II_(Athas)"
"Doom Guard","https://adnd2e.fandom.com/wiki/Doom_Guard"
"Doomsphere","https://adnd2e.fandom.com/wiki/Doomsphere"
"Doppelganger","https://adnd2e.fandom.com/wiki/Doppelganger"
"Doppelganger (Ravenloft)","https://adnd2e.fandom.com/wiki/Doppelganger_(Ravenloft)"
"Doppelganger Plant","https://adnd2e.fandom.com/wiki/Doppelganger_Plant"
"Dorvesh","https://adnd2e.fandom.com/wiki/Dorvesh"
"Dowagu","https://adnd2e.fandom.com/wiki/Dowagu"
"Dracimera","https://adnd2e.fandom.com/wiki/Dracimera"
"Dracohydra","https://adnd2e.fandom.com/wiki/Dracohydra"
"Dracolich","https://adnd2e.fandom.com/wiki/Dracolich"
"Dracon (Creature)","https://adnd2e.fandom.com/wiki/Dracon_(Creature)"
"Draconian","https://adnd2e.fandom.com/wiki/Draconian"
"Dracosphinx","https://adnd2e.fandom.com/wiki/Dracosphinx"
"Dragger","https://adnd2e.fandom.com/wiki/Dragger"
"Dragon (Athas)","https://adnd2e.fandom.com/wiki/Dragon_(Athas)"
"Dragon (Cerilia)","https://adnd2e.fandom.com/wiki/Dragon_(Cerilia)"
"Dragon (Krynn)","https://adnd2e.fandom.com/wiki/Dragon_(Krynn)"
"Dragon (Maztica)","https://adnd2e.fandom.com/wiki/Dragon_(Maztica)"
"Dragon (Mystara)","https://adnd2e.fandom.com/wiki/Dragon_(Mystara)"
"Dragon (Savage Coast)","https://adnd2e.fandom.com/wiki/Dragon_(Savage_Coast)"
"Dragon Beetle","https://adnd2e.fandom.com/wiki/Dragon_Beetle"
"Dragon Magazine Creatures","https://adnd2e.fandom.com/wiki/Dragon_Magazine_Creatures"
"Dragon of Tyr","https://adnd2e.fandom.com/wiki/Dragon_of_Tyr"
"Dragon Turtle","https://adnd2e.fandom.com/wiki/Dragon_Turtle"
"Dragonet","https://adnd2e.fandom.com/wiki/Dragonet"
"Dragonfish","https://adnd2e.fandom.com/wiki/Dragonfish"
"Dragonfly","https://adnd2e.fandom.com/wiki/Dragonfly"
"Dragonfly Turtle","https://adnd2e.fandom.com/wiki/Dragonfly_Turtle"
"Dragon-kin","https://adnd2e.fandom.com/wiki/Dragon-kin"
"Dragonne","https://adnd2e.fandom.com/wiki/Dragonne"
"Dragonnel","https://adnd2e.fandom.com/wiki/Dragonnel"
"Drake (Athas)","https://adnd2e.fandom.com/wiki/Drake_(Athas)"
"Drake (Mystara)","https://adnd2e.fandom.com/wiki/Drake_(Mystara)"
"Drake, Lesser (Athas)","https://adnd2e.fandom.com/wiki/Drake,_Lesser_(Athas)"
"Draknor","https://adnd2e.fandom.com/wiki/Draknor"
"Dray","https://adnd2e.fandom.com/wiki/Dray"
"Dread","https://adnd2e.fandom.com/wiki/Dread"
"Dread Linnorm","https://adnd2e.fandom.com/wiki/Dread_Linnorm"
"Dread Warrior","https://adnd2e.fandom.com/wiki/Dread_Warrior"
"Dread Wolf","https://adnd2e.fandom.com/wiki/Dread_Wolf"
"Dream Spawn, General","https://adnd2e.fandom.com/wiki/Dream_Spawn,_General"
"Dream Stalker","https://adnd2e.fandom.com/wiki/Dream_Stalker"
"Dreamshadow","https://adnd2e.fandom.com/wiki/Dreamshadow"
"Dreamslayer","https://adnd2e.fandom.com/wiki/Dreamslayer"
"Dreamweaver","https://adnd2e.fandom.com/wiki/Dreamweaver"
"Dreamwraith","https://adnd2e.fandom.com/wiki/Dreamwraith"
"Dregoth","https://adnd2e.fandom.com/wiki/Dregoth"
"Dretch","https://adnd2e.fandom.com/wiki/Dretch"
"Drifter (Living Machine)","https://adnd2e.fandom.com/wiki/Drifter_(Living_Machine)"
"Drik","https://adnd2e.fandom.com/wiki/Drik"
"Drolem","https://adnd2e.fandom.com/wiki/Drolem"
"Drow (Creature)","https://adnd2e.fandom.com/wiki/Drow_(Creature)"
"Drow Lich","https://adnd2e.fandom.com/wiki/Drow_Lich"
"Drow Vampire","https://adnd2e.fandom.com/wiki/Drow_Vampire"
"Dryad (Creature)","https://adnd2e.fandom.com/wiki/Dryad_(Creature)"
"Duckbunny","https://adnd2e.fandom.com/wiki/Duckbunny"
"Duergar (Creature)","https://adnd2e.fandom.com/wiki/Duergar_(Creature)"
"Duhlarkin","https://adnd2e.fandom.com/wiki/Duhlarkin"
"Dune Reaper","https://adnd2e.fandom.com/wiki/Dune_Reaper"
"Dune Runner","https://adnd2e.fandom.com/wiki/Dune_Runner"
"Dune Stalker","https://adnd2e.fandom.com/wiki/Dune_Stalker"
"Dune Trapper","https://adnd2e.fandom.com/wiki/Dune_Trapper"
"Duruch'i-lin","https://adnd2e.fandom.com/wiki/Duruch'i-lin"
"Dusanu","https://adnd2e.fandom.com/wiki/Dusanu"
"Dust Mephit","https://adnd2e.fandom.com/wiki/Dust_Mephit"
"Dvati","https://adnd2e.fandom.com/wiki/Dvati"
"Dwarf - Athas (Creature)","https://adnd2e.fandom.com/wiki/Dwarf_-_Athas_(Creature)"
"Dwarf (Creature)","https://adnd2e.fandom.com/wiki/Dwarf_(Creature)"
"Dwarf Banshee","https://adnd2e.fandom.com/wiki/Dwarf_Banshee"
"Dwarf Crusher","https://adnd2e.fandom.com/wiki/Dwarf_Crusher"
"Dwarf Vampire","https://adnd2e.fandom.com/wiki/Dwarf_Vampire"
"Dweomerborn","https://adnd2e.fandom.com/wiki/Dweomerborn"
"Dzalmaus","https://adnd2e.fandom.com/wiki/Dzalmaus"
"Eagle","https://adnd2e.fandom.com/wiki/Eagle"
"Earth Drake","https://adnd2e.fandom.com/wiki/Earth_Drake"
"Earth Elemental","https://adnd2e.fandom.com/wiki/Earth_Elemental"
"Earth Elemental Beast","https://adnd2e.fandom.com/wiki/Earth_Elemental_Beast"
"Earth Mephit","https://adnd2e.fandom.com/wiki/Earth_Mephit"
"Earth Weird","https://adnd2e.fandom.com/wiki/Earth_Weird"
"Earth-Kin","https://adnd2e.fandom.com/wiki/Earth-Kin"
"Eastern Dragon","https://adnd2e.fandom.com/wiki/Eastern_Dragon"
"Eastern Vampire","https://adnd2e.fandom.com/wiki/Eastern_Vampire"
"Eater of Knowledge","https://adnd2e.fandom.com/wiki/Eater_of_Knowledge"
"Ebon Tiger (Creature)","https://adnd2e.fandom.com/wiki/Ebon_Tiger_(Creature)"
"Echyan","https://adnd2e.fandom.com/wiki/Echyan"
"Ee'aar","https://adnd2e.fandom.com/wiki/Ee'aar"
"Eel","https://adnd2e.fandom.com/wiki/Eel"
"Efreeti (Zakhara)","https://adnd2e.fandom.com/wiki/Efreeti_(Zakhara)"
"Egarus","https://adnd2e.fandom.com/wiki/Egarus"
"Einheriar","https://adnd2e.fandom.com/wiki/Einheriar"
"Ekimmu","https://adnd2e.fandom.com/wiki/Ekimmu"
"Eladrin","https://adnd2e.fandom.com/wiki/Eladrin"
"Elder Brain","https://adnd2e.fandom.com/wiki/Elder_Brain"
"Elder Orb","https://adnd2e.fandom.com/wiki/Elder_Orb"
"Electrum Dragon","https://adnd2e.fandom.com/wiki/Electrum_Dragon"
"Elemental","https://adnd2e.fandom.com/wiki/Elemental"
"Elemental (Athas)","https://adnd2e.fandom.com/wiki/Elemental_(Athas)"
"Elemental (Ravenloft)","https://adnd2e.fandom.com/wiki/Elemental_(Ravenloft)"
"Elemental Beast","https://adnd2e.fandom.com/wiki/Elemental_Beast"
"Elemental Beast, General","https://adnd2e.fandom.com/wiki/Elemental_Beast,_General"
"Elemental Homunculus","https://adnd2e.fandom.com/wiki/Elemental_Homunculus"
"Elemental Lich","https://adnd2e.fandom.com/wiki/Elemental_Lich"
"Elemental Vermin","https://adnd2e.fandom.com/wiki/Elemental_Vermin"
"Elemental, Composite","https://adnd2e.fandom.com/wiki/Elemental,_Composite"
"Elemental, General Information (Ravenloft)","https://adnd2e.fandom.com/wiki/Elemental,_General_Information_(Ravenloft)"
"Elemental, Generic Information (MM)","https://adnd2e.fandom.com/wiki/Elemental,_Generic_Information_(MM)"
"Elephant","https://adnd2e.fandom.com/wiki/Elephant"
"Elephant Bird","https://adnd2e.fandom.com/wiki/Elephant_Bird"
"Elf (Athas)","https://adnd2e.fandom.com/wiki/Elf_(Athas)"
"Elf (Creature)","https://adnd2e.fandom.com/wiki/Elf_(Creature)"
"Elf Vampire","https://adnd2e.fandom.com/wiki/Elf_Vampire"
"Elghonn","https://adnd2e.fandom.com/wiki/Elghonn"
"Elmarin","https://adnd2e.fandom.com/wiki/Elmarin"
"Emerald Dragon (Creature)","https://adnd2e.fandom.com/wiki/Emerald_Dragon_(Creature)"
"Enduk","https://adnd2e.fandom.com/wiki/Enduk"
"Enhanced Scaladar","https://adnd2e.fandom.com/wiki/Enhanced_Scaladar"
"Ennui","https://adnd2e.fandom.com/wiki/Ennui"
"Entrope","https://adnd2e.fandom.com/wiki/Entrope"
"Ephemeral","https://adnd2e.fandom.com/wiki/Ephemeral"
"Equinal","https://adnd2e.fandom.com/wiki/Equinal"
"Erdland","https://adnd2e.fandom.com/wiki/Erdland"
"Erinyes","https://adnd2e.fandom.com/wiki/Erinyes"
"Ermordenung","https://adnd2e.fandom.com/wiki/Ermordenung"
"Esperweed","https://adnd2e.fandom.com/wiki/Esperweed"
"Esthetic","https://adnd2e.fandom.com/wiki/Esthetic"
"Ether Horse (Creature)","https://adnd2e.fandom.com/wiki/Ether_Horse_(Creature)"
"Ether Shadow","https://adnd2e.fandom.com/wiki/Ether_Shadow"
"Ethyk","https://adnd2e.fandom.com/wiki/Ethyk"
"Ettercap","https://adnd2e.fandom.com/wiki/Ettercap"
"Ettin","https://adnd2e.fandom.com/wiki/Ettin"
"Evil Treant","https://adnd2e.fandom.com/wiki/Evil_Treant"
"Examiner","https://adnd2e.fandom.com/wiki/Examiner"
"Executioner's Raven","https://adnd2e.fandom.com/wiki/Executioner's_Raven"
"Eye of the Deep","https://adnd2e.fandom.com/wiki/Eye_of_the_Deep"
"Eyewing","https://adnd2e.fandom.com/wiki/Eyewing"
"Facet (Creature)","https://adnd2e.fandom.com/wiki/Facet_(Creature)"
"Fachan (Celts)","https://adnd2e.fandom.com/wiki/Fachan_(Celts)"
"Fachan (Savage Coast)","https://adnd2e.fandom.com/wiki/Fachan_(Savage_Coast)"
"Fachan (Toril)","https://adnd2e.fandom.com/wiki/Fachan_(Toril)"
"Fael","https://adnd2e.fandom.com/wiki/Fael"
"Faerie Dragon","https://adnd2e.fandom.com/wiki/Faerie_Dragon"
"Faerie Fiddler","https://adnd2e.fandom.com/wiki/Faerie_Fiddler"
"Faerie Phiz","https://adnd2e.fandom.com/wiki/Faerie_Phiz"
"Faerie Unicorn","https://adnd2e.fandom.com/wiki/Faerie_Unicorn"
"Fafnir","https://adnd2e.fandom.com/wiki/Fafnir"
"Fainil (Creature)","https://adnd2e.fandom.com/wiki/Fainil_(Creature)"
"Falmadaraatha","https://adnd2e.fandom.com/wiki/Falmadaraatha"
"Familiar (Mystara)","https://adnd2e.fandom.com/wiki/Familiar_(Mystara)"
"Fang Dragon","https://adnd2e.fandom.com/wiki/Fang_Dragon"
"Faux Faerie","https://adnd2e.fandom.com/wiki/Faux_Faerie"
"Fearweed","https://adnd2e.fandom.com/wiki/Fearweed"
"Feathered Serpent","https://adnd2e.fandom.com/wiki/Feathered_Serpent"
"Feeblestar","https://adnd2e.fandom.com/wiki/Feeblestar"
"Feesu","https://adnd2e.fandom.com/wiki/Feesu"
"Feline","https://adnd2e.fandom.com/wiki/Feline"
"Feliquine","https://adnd2e.fandom.com/wiki/Feliquine"
"Fenette","https://adnd2e.fandom.com/wiki/Fenette"
"Feng Huang","https://adnd2e.fandom.com/wiki/Feng_Huang"
"Fenhound","https://adnd2e.fandom.com/wiki/Fenhound"
"Fenris Wolf","https://adnd2e.fandom.com/wiki/Fenris_Wolf"
"Fensir","https://adnd2e.fandom.com/wiki/Fensir"
"Ferrous Dragon","https://adnd2e.fandom.com/wiki/Ferrous_Dragon"
"Ferrumach","https://adnd2e.fandom.com/wiki/Ferrumach"
"Fetch","https://adnd2e.fandom.com/wiki/Fetch"
"Fetish Spirit","https://adnd2e.fandom.com/wiki/Fetish_Spirit"
"Feylaar","https://adnd2e.fandom.com/wiki/Feylaar"
"Feyr","https://adnd2e.fandom.com/wiki/Feyr"
"Feystag","https://adnd2e.fandom.com/wiki/Feystag"
"Fhoimorien","https://adnd2e.fandom.com/wiki/Fhoimorien"
"Fhorge","https://adnd2e.fandom.com/wiki/Fhorge"
"Fiend Knight","https://adnd2e.fandom.com/wiki/Fiend_Knight"
"Figurine","https://adnd2e.fandom.com/wiki/Figurine"
"Fir","https://adnd2e.fandom.com/wiki/Fir"
"Firbolg (Creature)","https://adnd2e.fandom.com/wiki/Firbolg_(Creature)"
"Fire Bat","https://adnd2e.fandom.com/wiki/Fire_Bat"
"Fire Drake","https://adnd2e.fandom.com/wiki/Fire_Drake"
"Fire Elemental","https://adnd2e.fandom.com/wiki/Fire_Elemental"
"Fire Elemental Beast","https://adnd2e.fandom.com/wiki/Fire_Elemental_Beast"
"Fire Falcon","https://adnd2e.fandom.com/wiki/Fire_Falcon"
"Fire Giant","https://adnd2e.fandom.com/wiki/Fire_Giant"
"Fire Mephit","https://adnd2e.fandom.com/wiki/Fire_Mephit"
"Fire Minion","https://adnd2e.fandom.com/wiki/Fire_Minion"
"Fire Troll","https://adnd2e.fandom.com/wiki/Fire_Troll"
"Fire/Water Elemental of Chaos","https://adnd2e.fandom.com/wiki/Fire/Water_Elemental_of_Chaos"
"Fire/Water Elemental of Law","https://adnd2e.fandom.com/wiki/Fire/Water_Elemental_of_Law"
"Fire/Water Fundamental","https://adnd2e.fandom.com/wiki/Fire/Water_Fundamental"
"Firebird","https://adnd2e.fandom.com/wiki/Firebird"
"Firedrake","https://adnd2e.fandom.com/wiki/Firedrake"
"Fire-Kin","https://adnd2e.fandom.com/wiki/Fire-Kin"
"Firelich","https://adnd2e.fandom.com/wiki/Firelich"
"Firenewt","https://adnd2e.fandom.com/wiki/Firenewt"
"Fireshadow","https://adnd2e.fandom.com/wiki/Fireshadow"
"Firestar","https://adnd2e.fandom.com/wiki/Firestar"
"Firetail","https://adnd2e.fandom.com/wiki/Firetail"
"Firethorn","https://adnd2e.fandom.com/wiki/Firethorn"
"Fireweed","https://adnd2e.fandom.com/wiki/Fireweed"
"Firre","https://adnd2e.fandom.com/wiki/Firre"
"Fish (Athas)","https://adnd2e.fandom.com/wiki/Fish_(Athas)"
"Fish (MM)","https://adnd2e.fandom.com/wiki/Fish_(MM)"
"Fish (Toril)","https://adnd2e.fandom.com/wiki/Fish_(Toril)"
"Fish of the Great Glacier","https://adnd2e.fandom.com/wiki/Fish_of_the_Great_Glacier"
